Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - P80/P20 ratio,Total income (excl. Government pensions and allowances) - P80/P50 ratio,Total income (excl. Government pensions and allowances) - P20/P50 ratio,Total income (excl. Government pensions and allowances) - P10/P50 ratio,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile (%),Total income (excl. Government pensions and allowances) - Second Quartile (%),Total income (excl. Government pensions and allowances) - Third Quartile (%),Total income (excl. Government pensions and allowances) - Highest Quartile (%),Gross Capital Gains reported by taxpayers - Persons (no.),Gross Capital Gains reported by taxpayers - Amount ($m),Gross Capital Gains reported by taxpayers  - Median ($),Gross Capital Gains reported by taxpayers - Mean ($),Age Pension - Centrelink (no.),Age Pension - DVA (no.),Service Pension - DVA (no.),Income Support Supplement - DVA (no.),Carer Payment (no.),Carer Allowance (no.),Disability Support Pension (no.),Newstart Allowance (no.),Parenting Payment - Single (no.),Parenting Payment - Partnered (no.),Youth Allowance (Full time students/apprentices) (no.),Youth Allowance (Other) (no.),Family Tax Benefit A (no.),Family Tax Benefit B (no.),Commonwealth Rent Assistance (no.),Persons earning $1-$499 per week (%),Persons earning $500-$999 per week (%),Persons earning $1000-$1999 per week (%),Persons earning $2000-$2999 per week (%),Persons earning $3000 or more per week (%),Persons earning nil income (%),Persons with a negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($)
47800,The Coorong (DC),2017,"2,148",42,87.4,"37,337","40,679",63.9,886,53,28.2,"19,362","31,798",19.3,"2,052",52,15.1,364,"7,350",14.4,89,60,2.3,"17,899","25,767",1.9,"2,790",49,129.6,"39,410","46,464",5.09,1.72,0.34,0.12,0.482,6.5,20.5,32,30.4,30.3,26.1,13.2,214,11.1,"3,834","51,874",830,-,34,13,94,177,284,278,80,28,20,20,438,316,-,-,-,-,-,-,-,-,-,-
47800,The Coorong (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,799,-,29,11,104,189,281,260,69,29,13,26,426,293,283,-,-,-,-,-,-,-,-,-
47910,Tumby Bay (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,550
47910,Tumby Bay (DC),2013,932,43,36.7,"34,264","39,371",54.2,515,53,13.5,"11,519","26,187",21.9,"1,022",53,10.2,"1,183","9,998",20.1,67,59,1.6,"15,686","23,135",2.7,"1,349",49,61.2,"36,722","45,344",6.88,1.96,0.29,0.09,0.518,6.8,20.9,32.9,34.9,23.9,22.7,18.4,202,10.2,"7,177","50,397",479,-,24,13,43,-,120,70,-,-,-,-,168,133,-,-,-,-,-,-,-,-,-,-
47910,Tumby Bay (DC),2014,920,43,37.1,"32,838","40,284",53.4,502,54,16.0,"15,002","31,885",21.5,"1,027",53,10.8,"1,119","10,547",21.7,59,59,1.4,"20,779","23,125",2.7,"1,343",49,64.8,"37,264","48,274",6.30,2.07,0.33,0.10,0.504,5.9,20.7,32.9,32.3,27.3,20.4,19.9,119,12.6,"1,904","105,972",483,-,19,13,44,-,106,80,-,-,-,-,159,129,-,-,-,-,-,-,-,-,-,-
47910,Tumby Bay (DC),2015,953,43,40.3,"34,590","42,331",53.3,507,53,14.7,"15,158","29,072",20.4,"1,073",52,12.3,806,"11,424",23.1,54,59,1.4,"22,172","26,094",2.4,"1,381",49,66.5,"36,979","48,132",7.33,2.05,0.28,0.08,0.509,5.9,20.3,32.8,33.8,26.5,20.8,18.9,123,3.0,"1,923","24,077",493,-,20,10,50,-,110,74,18,-,-,-,148,124,-,-,-,-,-,-,-,-,-,-
47910,Tumby Bay (DC),2016,864,44,39.4,"38,444","45,575",54.0,456,53,16.0,"19,166","35,089",21.7,"1,006",52,9.6,767,"9,503",20.7,62,59,1.5,"20,106","24,247",2.7,"1,296",49,64.3,"39,818","49,624",6.81,1.97,0.29,0.09,0.488,5.2,19.1,31.1,31.9,25.8,23.1,19.2,115,9.2,"2,133","79,687",492,-,19,8,42,-,94,69,18,-,9,11,153,112,-,34.7,26.7,18.7,2.1,2.1,5.3,0.6,10.3,654
47910,Tumby Bay (DC),2017,946,44,41.3,"37,077","43,687",53.5,507,54,16.7,"13,717","32,916",22.9,"1,086",52,11.2,733,"10,274",20.1,63,61,2.1,"23,449","33,528",2.6,"1,407",49,70.2,"39,524","49,897",6.19,1.99,0.32,0.09,0.502,6.4,20.4,32.2,30.8,27.8,22.5,18.9,132,4.9,"2,792","37,190",480,-,17,9,44,83,90,72,19,9,3,3,143,93,-,-,-,-,-,-,-,-,-,-
47910,Tumby Bay (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,475,-,16,4,50,83,90,74,15,-,-,-,143,100,151,-,-,-,-,-,-,-,-,-
47980,Unley (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,961
47980,Unley (C),2013,"19,049",40,"1,216.3","49,076","63,850",69.1,"3,450",49,164.2,"12,463","47,587",6.9,"18,622",46,323.3,"1,025","17,361",19.7,"1,445",66,47.4,"27,119","32,787",3.6,"22,993",44,"1,723.8","52,588","74,973",5.21,1.94,0.37,0.16,0.514,10.1,25.9,37.6,22.0,21.4,22.1,34.5,"2,438",72.8,"1,665","29,863","3,543",16,235,162,105,-,915,615,135,-,593,63,"1,253","1,093",-,-,-,-,-,-,-,-,-,-
47980,Unley (C),2014,"19,347",40,"1,257.9","49,791","65,017",69.0,"3,466",49,174.8,"12,047","50,419",6.8,"18,779",47,350.0,999,"18,639",19.9,"1,463",66,50.5,"30,061","34,537",3.7,"23,145",45,"1,797.7","53,739","77,673",5.28,1.97,0.37,0.17,0.517,10.4,26.2,38,21.9,21.3,22.3,34.4,"2,645",85.7,"2,866","32,400","3,540",12,243,183,123,-,897,695,133,-,615,82,"1,233","1,070",-,-,-,-,-,-,-,-,-,-
47980,Unley (C),2015,"19,941",40,"1,333.7","51,103","66,881",67.7,"3,552",49,182.3,"12,903","51,314",7.0,"19,411",47,367.0,954,"18,908",20.8,"1,472",67,53.9,"31,534","36,622",3.8,"23,660",45,"1,872.6","54,713","79,145",5.47,1.98,0.36,0.16,0.520,10.1,26.2,38,22.6,21.2,21.7,34.6,"2,895",87.5,"4,001","30,229","3,613",10,208,158,119,-,863,713,143,-,567,49,"1,203","1,073",-,-,-,-,-,-,-,-,-,-
47980,Unley (C),2016,"19,581",41,"1,346.5","53,173","68,764",66.3,"3,860",50,190.1,"13,966","49,250",7.7,"19,677",48,385.7,912,"19,602",21.3,"1,483",67,57.8,"32,586","38,953",3.9,"23,936",46,"1,916.5","55,452","80,068",5.67,2.01,0.36,0.15,0.523,10.3,26,37.8,22.7,21.0,21.8,34.5,"3,005",128.0,"2,650","42,581","3,713",11,188,147,123,-,833,693,123,-,545,57,"1,182",943,-,24.6,20.5,24.6,7.6,6.9,8.4,0.4,6.9,"1,087"
47980,Unley (C),2017,"19,766",40,"1,394.1","54,210","70,529",66.2,"3,760",50,193.2,"12,325","51,389",7.2,"19,864",48,392.4,858,"19,756",21.9,"1,434",68,58.9,"34,532","41,083",3.8,"24,359",46,"1,979.8","56,603","81,277",5.77,2.01,0.35,0.14,0.523,10.3,26,37.8,22.8,20.7,22.0,34.5,"3,053",124.8,"3,484","40,867","3,553",7,160,111,133,537,813,605,123,43,473,53,"1,143",879,-,-,-,-,-,-,-,-,-,-
47980,Unley (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,494",8,148,96,137,553,805,595,117,49,419,36,"1,055",804,"1,570",-,-,-,-,-,-,-,-,-
48050,Victor Harbor (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,535
48050,Victor Harbor (C),2013,"4,829",44,193.7,"32,720","40,118",56.2,"1,431",53,24.8,"9,891","17,325",10.8,"5,305",58,43.4,696,"8,190",25.3,675,68,17.7,"23,650","26,154",6.3,"7,132",53,277.9,"30,845","38,964",6.61,1.95,0.30,0.08,0.510,8,21.6,33.5,37.1,31.2,18.8,12.8,724,15.1,"2,186","20,889","3,936",14,314,109,164,-,827,525,134,-,71,91,975,793,-,-,-,-,-,-,-,-,-,-
48050,Victor Harbor (C),2014,"4,982",45,202.7,"33,075","40,689",57.2,"1,433",53,28.1,"10,817","19,615",11.0,"5,395",58,46.2,577,"8,569",24.2,640,69,17.9,"25,000","28,013",6.3,"7,139",54,292.1,"31,463","40,919",6.39,1.94,0.30,0.09,0.503,8.3,22,33.8,36.6,31.0,19.1,13.4,734,17.6,"2,694","24,027","4,081",15,301,105,191,-,857,579,142,-,49,86,996,794,-,-,-,-,-,-,-,-,-,-
48050,Victor Harbor (C),2015,"5,030",44,213.7,"33,761","42,490",56.0,"1,396",54,25.7,"9,780","18,422",10.9,"5,444",57,48.8,517,"8,962",25.2,650,68,18.9,"27,001","29,127",6.5,"7,196",54,302.2,"32,299","41,992",6.92,1.95,0.28,0.08,0.511,8.5,22.5,34.3,36.7,30.9,19.2,13.3,746,18.5,"3,821","24,864","4,227",11,277,95,214,-,833,611,156,-,45,101,986,785,-,-,-,-,-,-,-,-,-,-
48050,Victor Harbor (C),2016,"4,920",44,210.4,"35,266","42,767",55.8,"1,387",54,26.1,"11,432","18,851",11.3,"5,326",58,47.5,476,"8,924",24.6,631,69,19.8,"28,019","31,413",6.7,"7,086",54,296.9,"33,160","41,893",6.55,1.93,0.30,0.08,0.498,7.2,20.8,32.9,36.3,31.3,19.3,13.1,661,12.7,"1,794","19,145","4,341",9,261,76,225,-,803,557,155,-,51,65,985,771,-,42.9,27.6,12.6,1.7,1.0,5.0,0.4,8.8,584
48050,Victor Harbor (C),2017,"4,972",44,214.8,"35,775","43,201",56.0,"1,446",55,27.8,"21,203","19,252",11.5,"5,537",58,48.7,457,"8,795",24.1,658,69,21.9,"28,979","33,274",6.7,"7,352",54,307.4,"32,912","41,814",6.93,1.94,0.28,0.09,0.502,7,20.8,32.8,36.8,30.6,19.9,12.7,714,18.9,"3,588","26,408","4,336",10,235,66,226,513,786,563,145,65,61,71,979,726,-,-,-,-,-,-,-,-,-,-
48050,Victor Harbor (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,372",6,222,60,247,547,806,558,138,60,56,68,931,681,"1,671",-,-,-,-,-,-,-,-,-
48130,Wakefield (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,567
48130,Wakefield (DC),2013,"2,694",42,107.2,"36,773","39,775",66.2,"1,063",52,34.9,"18,560","32,830",18.1,"2,333",51,15.0,641,"6,447",12.8,121,60,2.7,"17,645","22,498",1.8,"3,419",47,158.0,"39,900","46,199",4.95,1.80,0.36,0.14,0.464,5.4,18.1,29.6,29.1,26.9,26.1,17.9,446,14.9,"7,701","33,427",882,-,63,27,125,-,432,221,79,-,41,29,579,464,-,-,-,-,-,-,-,-,-,-
48130,Wakefield (DC),2014,"2,796",41,112.0,"36,084","40,047",66.5,"1,059",52,44.9,"22,339","42,433",19.3,"2,347",50,15.5,528,"6,584",11.7,118,60,2.4,"18,687","20,484",1.9,"3,458",46,171.2,"40,793","49,495",4.87,1.83,0.38,0.15,0.462,5.9,19.3,30.8,28.2,27.7,25.7,18.4,256,4.3,"1,548","16,992",890,-,55,26,132,-,420,245,92,-,25,38,575,462,-,-,-,-,-,-,-,-,-,-
48130,Wakefield (DC),2015,"2,852",41,118.3,"37,865","41,475",66.3,"1,061",53,54.1,"26,247","51,025",20.0,"2,363",50,16.9,455,"7,150",11.3,138,59,2.6,"11,138","18,532",2.1,"3,540",46,187.0,"42,798","52,813",4.69,1.80,0.38,0.15,0.464,5.7,20.1,31.9,27.3,27.6,25.8,19.3,299,5.4,"1,757","18,218",903,-,52,23,125,-,415,285,95,-,-,33,559,472,-,-,-,-,-,-,-,-,-,-
48130,Wakefield (DC),2016,"2,563",41,110.3,"38,478","43,036",69.3,780,52,23.7,"17,679","30,346",15.5,"2,050",49,12.8,287,"6,245",12.2,125,60,3.0,"13,720","24,047",2.4,"3,068",46,144.5,"40,713","47,098",4.71,1.76,0.37,0.15,0.446,5.3,17.6,28.8,28.7,29.7,25.9,15.7,206,4.6,"1,465","22,303",906,-,47,23,138,-,389,283,94,-,25,33,553,443,-,34.5,28.3,17.4,2.0,1.1,7.1,0.9,8.8,657
48130,Wakefield (DC),2017,"2,743",41,120.9,"41,305","44,084",69.3,890,52,35.5,"18,402","39,925",16.6,"2,216",49,13.6,237,"6,140",11.7,116,60,3.3,"17,284","28,037",1.7,"3,319",46,168.9,"43,171","50,888",4.56,1.80,0.39,0.16,0.444,5.6,18,29.3,27.1,29.0,26.1,17.8,247,5.2,"2,411","21,039",886,-,42,21,135,271,379,275,90,41,12,40,560,415,-,-,-,-,-,-,-,-,-,-
48130,Wakefield (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,876,-,37,20,136,263,373,307,92,44,14,27,526,382,386,-,-,-,-,-,-,-,-,-
48260,Walkerville (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,942
48260,Walkerville (M),2013,"3,294",43,219.7,"46,469","66,699",57.5,749,51,45.1,"13,298","60,204",7.4,"3,779",51,137.4,"3,108","36,369",30.1,335,67,11.6,"28,224","34,731",4.0,"4,482",49,412.2,"55,060","91,975",6.27,2.13,0.34,0.15,0.579,14.6,32.9,44.7,22.9,19.4,19.7,38.0,592,20.4,"2,624","34,499",745,-,60,26,21,-,172,115,21,-,111,-,218,181,-,-,-,-,-,-,-,-,-,-
48260,Walkerville (M),2014,"3,456",42,233.9,"48,515","67,689",58.4,759,52,49.0,"13,886","64,593",7.5,"3,897",51,161.6,"2,798","41,470",29.1,339,67,12.7,"28,477","37,492",4.2,"4,592",49,454.6,"56,640","99,004",6.26,2.09,0.33,0.14,0.598,18,35.8,47.2,23.2,19.3,19.8,37.7,723,92.3,"3,986","127,603",741,-,52,30,21,-,198,146,26,-,98,-,194,176,-,-,-,-,-,-,-,-,-,-
48260,Walkerville (M),2015,"3,555",42,252.2,"50,034","70,948",57.4,782,51,56.8,"16,618","72,665",7.5,"3,993",51,160.0,"2,755","40,070",29.8,326,68,12.4,"30,125","37,963",4.2,"4,689",49,474.9,"58,744","101,286",6.19,2.12,0.34,0.15,0.593,17.3,35.2,46.5,22.4,19.5,19.6,38.4,776,35.9,"5,365","46,307",742,-,50,33,22,-,185,146,28,-,91,-,185,165,-,-,-,-,-,-,-,-,-,-
48260,Walkerville (M),2016,"3,518",42,261.9,"53,253","74,450",57.3,746,52,58.8,"18,695","78,817",7.2,"3,974",51,148.9,"2,250","37,471",30.0,332,68,13.8,"31,760","41,573",4.3,"4,693",49,473.3,"60,198","100,858",6.42,2.10,0.33,0.13,0.591,14.7,33.6,45.6,22.5,19.5,19.2,38.8,779,51.6,"2,943","66,270",741,-,47,22,28,-,172,144,24,-,104,10,191,161,-,24.6,18.7,22.9,8.1,8.8,9.4,0.5,7.2,"1,104"
48260,Walkerville (M),2017,"3,642",42,278.8,"53,206","76,560",58.1,758,51,60.1,"16,676","79,238",7.2,"4,129",50,160.6,"2,002","38,896",29.4,313,69,13.9,"34,431","44,446",4.3,"4,863",49,502.0,"59,114","103,229",6.50,2.13,0.33,0.12,0.605,18.2,36,47.4,23.0,19.6,19.3,38.1,759,66.2,"4,903","87,282",704,-,46,20,26,94,176,151,24,11,92,12,171,144,-,-,-,-,-,-,-,-,-,-
48260,Walkerville (M),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,711,-,40,17,25,93,177,157,22,15,57,10,176,141,271,-,-,-,-,-,-,-,-,-
48340,Wattle Range (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,592
48340,Wattle Range (DC),2013,"5,234",42,218.6,"36,777","41,771",70.3,"1,768",53,27.9,"5,441","15,788",12.7,"4,295",50,31.1,416,"7,243",13.9,241,59,5.8,"12,470","23,992",1.8,"6,306",46,277.5,"37,034","44,009",5.73,1.90,0.33,0.11,0.498,6.4,19.2,30.8,31.1,27.5,23.8,17.6,437,5.4,"1,454","12,294","1,523",-,77,52,139,-,564,467,124,-,71,47,964,789,-,-,-,-,-,-,-,-,-,-
48340,Wattle Range (DC),2014,"5,316",43,227.5,"37,801","42,799",70.2,"1,786",54,41.7,"8,971","23,363",13.8,"4,225",51,35.7,419,"8,460",13.7,211,59,4.8,"13,560","22,601",1.7,"6,285",47,302.3,"39,896","48,099",5.22,1.87,0.36,0.13,0.481,6.8,19.6,31.1,29.1,28.1,24.1,18.7,389,8.9,"2,624","22,811","1,538",-,77,48,148,-,567,529,126,-,68,44,934,776,-,-,-,-,-,-,-,-,-,-
48340,Wattle Range (DC),2015,"5,422",43,241.6,"38,260","44,554",69.5,"1,751",54,53.0,"13,398","30,259",15.0,"4,302",51,34.8,383,"8,086",13.3,214,59,5.5,"16,721","25,730",1.7,"6,285",47,322.1,"42,008","51,250",4.94,1.88,0.38,0.13,0.473,6.1,19.4,30.8,27.8,27.6,24.4,20.1,401,8.4,"2,897","20,873","1,606",-,70,43,153,-,561,496,127,-,66,46,908,759,-,-,-,-,-,-,-,-,-,-
48340,Wattle Range (DC),2016,"5,250",43,242.1,"40,300","46,114",70.8,"1,579",54,62.0,"14,409","39,263",15.1,"4,071",51,35.7,297,"8,763",11.7,234,59,5.7,"16,302","24,168",2.0,"6,056",47,333.1,"43,626","55,009",5.20,1.88,0.36,0.14,0.478,7.5,20.9,32.4,27.5,26.6,24.4,21.4,372,11.0,"2,313","29,579","1,643",-,67,41,154,-,548,524,128,-,69,44,861,668,-,35.5,25.6,17.8,2.9,1.5,6.3,0.6,9.8,667
48340,Wattle Range (DC),2017,"5,211",43,242.8,"41,803","46,596",70.2,"1,676",55,56.1,"10,334","33,495",15.5,"4,305",51,43.6,261,"10,137",11.8,233,59,7.1,"20,408","30,663",2.1,"6,278",48,343.7,"43,952","54,743",4.97,1.86,0.38,0.15,0.472,7.5,20.7,31.8,27.3,27.5,24.7,20.5,397,21.4,"3,907","53,942","1,594",-,62,37,146,321,539,509,138,54,59,41,803,596,-,-,-,-,-,-,-,-,-,-
48340,Wattle Range (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,584",-,58,28,152,332,539,529,132,54,50,31,778,582,728,-,-,-,-,-,-,-,-,-
48410,West Torrens (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,705
48410,West Torrens (C),2013,"28,376",37,"1,386.6","43,888","48,864",77.0,"4,115",43,80.2,"9,790","19,490",6.7,"22,782",43,174.3,386,"7,649",13.0,"1,399",67,37.5,"22,382","26,790",2.7,"31,773",40,"1,632.1","43,602","51,369",4.25,1.75,0.41,0.19,0.428,6.9,18.6,28.9,24.3,27.2,27.8,20.8,"1,874",35.1,"1,023","18,726","7,646",23,444,261,430,-,"2,231","1,707",381,-,"1,022",252,"3,301","2,672",-,-,-,-,-,-,-,-,-,-
48410,West Torrens (C),2014,"29,015",37,"1,452.3","45,038","50,053",77.0,"4,231",43,85.0,"10,138","20,081",6.8,"23,374",43,176.7,358,"7,561",13.0,"1,435",67,39.8,"23,511","27,744",2.7,"32,370",41,"1,704.3","44,777","52,652",4.29,1.74,0.41,0.18,0.428,6.8,18.5,28.9,24.6,26.7,28.0,20.7,"2,078",38.4,"2,092","18,482","7,592",22,433,264,451,-,"2,191","1,828",361,-,"1,001",222,"3,216","2,650",-,-,-,-,-,-,-,-,-,-
48410,West Torrens (C),2015,"29,956",37,"1,545.6","45,998","51,597",76.5,"4,319",43,87.1,"10,101","20,168",6.8,"24,185",43,178.6,314,"7,383",13.4,"1,495",66,44.8,"24,722","29,959",2.9,"33,027",41,"1,772.1","45,585","53,656",4.36,1.76,0.40,0.19,0.429,6.3,18.2,28.8,24.6,26.9,27.5,21.0,"2,201",44.1,"2,492","20,019","7,660",19,387,248,457,-,"2,092","1,946",346,-,961,208,"3,121","2,581",-,-,-,-,-,-,-,-,-,-
48410,West Torrens (C),2016,"29,521",37,"1,565.2","47,105","53,020",76.1,"4,393",43,90.5,"10,427","20,600",7.0,"24,007",43,175.0,273,"7,289",13.5,"1,481",67,43.2,"24,541","29,179",2.9,"32,874",41,"1,789.6","46,193","54,438",4.49,1.76,0.39,0.17,0.435,6.6,18.4,29,25.1,26.6,27.3,21.0,"2,190",46.4,"1,886","21,201","7,651",19,345,214,462,-,"2,011","1,892",318,-,958,186,"3,057","2,431",-,30.8,25.3,22.3,3.9,1.6,9.0,0.5,6.7,797
48410,West Torrens (C),2017,"30,214",37,"1,626.2","47,816","53,821",76.5,"4,619",42,94.4,"6,423","20,448",6.9,"24,374",43,181.6,240,"7,449",13.2,"1,452",67,44.3,"25,567","30,529",2.8,"33,987",41,"1,871.6","46,644","55,068",4.56,1.78,0.39,0.17,0.435,6.4,18.2,28.9,25.0,26.8,27.1,21.1,"2,266",46.7,"2,508","20,609","7,416",10,305,209,460,"1,402","1,932","1,746",292,156,911,166,"2,876","2,167",-,-,-,-,-,-,-,-,-,-
48410,West Torrens (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,167",9,258,179,499,"1,424","1,913","1,709",278,117,829,147,"2,694","2,059","3,329",-,-,-,-,-,-,-,-,-
48540,Whyalla (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,644
48540,Whyalla (C),2013,"10,467",40,614.1,"50,917","58,667",88.1,751,49,12.6,"6,135","16,736",3.3,"5,981",47,27.0,201,"4,513",7.0,244,58,6.0,"10,396","24,555",1.1,"10,426",42,642.2,"52,493","61,601",4.47,1.80,0.40,0.20,0.412,5.4,16,26.3,20.4,23.1,22.6,33.9,389,7.3,"1,637","18,822","2,934",-,110,35,406,-,"1,438","1,142",479,-,158,258,"1,782","1,780",-,-,-,-,-,-,-,-,-,-
48540,Whyalla (C),2014,"10,506",40,632.3,"51,970","60,181",87.9,765,49,11.9,"5,685","15,512",3.4,"6,194",47,20.7,175,"3,335",7.1,279,58,6.5,"11,685","23,204",1.3,"10,421",42,647.4,"53,716","62,126",4.48,1.81,0.41,0.20,0.405,4.2,14.6,25.2,20.5,22.7,22.7,34.2,440,6.2,"2,017","14,008","2,926",-,107,33,426,-,"1,407","1,294",499,-,94,269,"1,741","1,737",-,-,-,-,-,-,-,-,-,-
48540,Whyalla (C),2015,"10,441",41,647.5,"53,334","62,011",87.3,711,49,9.6,"5,862","13,555",3.4,"6,170",46,21.0,157,"3,411",7.5,316,57,7.5,"10,055","23,780",1.5,"10,328",43,650.9,"53,605","63,022",4.81,1.85,0.38,0.19,0.413,4.4,15.2,25.8,21.5,22.5,22.1,33.9,386,5.1,"2,262","13,264","2,972",-,98,27,438,-,"1,374","1,422",518,-,118,274,"1,686","1,716",-,-,-,-,-,-,-,-,-,-
48540,Whyalla (C),2016,"9,742",41,600.3,"54,007","61,621",86.0,670,49,8.6,"5,473","12,768",3.5,"5,838",47,19.3,105,"3,313",8.0,388,56,8.9,"10,000","22,974",2.2,"9,845",43,605.7,"52,980","61,522",5.02,1.85,0.37,0.17,0.419,4.3,15.2,25.8,22.8,23.0,22.5,31.7,396,5.3,"1,251","13,325","2,976",-,97,24,440,-,"1,318","1,584",512,-,101,251,"1,729","1,570",-,36.7,19.4,19.5,4.4,1.6,8.1,0.5,9.8,664
48540,Whyalla (C),2017,"9,456",41,569.4,"53,061","60,220",85.4,711,49,10.1,"38,594","14,157",3.5,"5,833",47,18.9,74,"3,232",8.4,413,56,7.2,"9,997","17,553",2.4,"9,748",44,583.3,"51,629","59,840",5.12,1.85,0.36,0.16,0.419,4.3,15.1,25.7,23.6,23.7,22.3,30.4,359,5.1,"1,858","14,142","3,000",-,89,18,447,882,"1,269","1,637",518,106,104,254,"1,674","1,464",-,-,-,-,-,-,-,-,-,-
48540,Whyalla (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,937",-,75,19,494,925,"1,295","1,627",496,104,90,234,"1,670","1,476","1,240",-,-,-,-,-,-,-,-,-
