"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",36,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",7,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",1,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",1,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",750,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",954,,
"11200","Brewarrina (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",1767,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",888,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",58,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",11,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",8,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",6,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",788,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1078,,
"11250","Broken Hill (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",18521,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1022,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",457,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",81,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",121,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",79,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",921,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1089,,
"11300","Burwood (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",32428,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",979,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",340,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",7,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",61,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",98,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",64,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",843,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1092,,
"11350","Byron (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",29233,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",993,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",391,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",7,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",70,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",111,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",73,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",810,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1133,,
"11400","Cabonne (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",12836,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1056,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",511,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",91,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",133,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",87,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",793,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1206,,
"11450","Camden (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",56724,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",943,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",196,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",35,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",58,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",38,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",480,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1162,,
"11500","Campbelltown (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",145938,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",1086,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",532,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",95,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",138,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",90,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",859,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1166,,
"11520","Canada Bay (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",75750,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",939,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",179,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",32,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",51,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",34,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",536,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1099,,
"11550","Canterbury (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",137406,,
"11600","Carrathool (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",959,,
"11600","Carrathool (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",250,,
"11600","Carrathool (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",5,,
"11600","Carrathool (A)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",45,,
