,,,Gifts/donations reported by taxpayers - Year ended 30 June,,Method of Travel to Work - Employed Persons - Census,,,,,,,,,,,,,,,,,,,,Households by Type - Census,,,,,Families by Type - Census,,,,,,,,Social Marital Status & Registered Marital Status - Persons aged 15 years and over - Census,,,,,,,,Access to Internet at Home - Occupied Private Dwellings - Census,,,Rent and Mortgage Payments - Census,,Unpaid Child Care - Proportion of persons aged 15 years and over - Census,,,,,Unpaid Work - Persons aged 15 years and over - Census,,Count of All Children in Family - Census,Housing Suitability - Occupied private dwellings - Census,,,Dwelling Structure - Private dwellings - Census,,,,,,Tenure Type - Occupied private dwellings - Census,,,,,Household Stress - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - Australia Deciles - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - State Deciles - Census,,,,Homelessness - Census,Commuting to Work - Census,,,
14950,Lockhart (A),2011,-,-,-,-,4,-,673,45,-,38,3,-,34,113,910,12,5,732,237,131,30,"1,332",302,23,803,"1,127",3,294,57,362,49,36,13,810,3.0,"1,252",131,725,58.1,23.9,8.1,7.3,2.5,-,-,-,487,"1,170",63.9,19.2,9.3,0.8,6.7,13.6,35.1,2.0,-,-,-,"1,097",-,10,11,6,"1,124",48.3,31.0,16.7,0.6,3.9,93.5,6.5,96.9,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-
14950,Lockhart (A),2013,485,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14950,Lockhart (A),2014,446,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14950,Lockhart (A),2015,432,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14950,Lockhart (A),2016,393,60,-,-,3,-,745,39,-,25,3,3,16,104,939,6,5,787,205,121,17,"1,294",313,16,797,"1,129",3,258,61,365,60,42,7,802,3.0,"1,191",138,768,56.3,24.9,7.9,7.8,3.6,74.8,22.9,2.7,625,"1,220",60.8,19.3,8.1,0.8,10.9,12.6,34.8,2.1,18,902,142,"1,085",3,21,17,9,"1,135",47.3,30.4,18.1,1.2,2.8,96.0,4.0,96.2,3.8,6,6,7,8,7,7,7,8,59.3,29.3,28.8,24.4,7.9
14950,Lockhart (A),2017,477,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15050,Maitland (C),2011,-,-,417,-,140,5,"21,873","1,829",29,360,163,103,100,546,"25,562",491,808,"24,119",940,"3,796",401,"31,187","5,185",569,"18,342","24,096",3,"7,031","1,589","6,677","2,177","1,016",220,"18,717",3.1,"25,031","4,885","18,593",50.9,31.9,5.4,8.7,3.2,-,-,-,"1,105","1,847",60.0,23.3,9.2,1.2,6.4,12.4,14.8,1.9,-,-,-,"21,263","1,486","1,188",157,4,"24,098",30.9,39.7,26.8,0.6,2.0,91.4,8.6,91.3,8.7,-,-,-,-,-,-,-,-,17.3,-,-,-,-
15050,Maitland (C),2013,"15,344",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15050,Maitland (C),2014,"15,336",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15050,Maitland (C),2015,"15,419",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15050,Maitland (C),2016,"15,793",100,202,-,172,3,"25,533","1,652",30,304,149,100,133,512,"28,805",534,662,"27,597","1,168","3,925",257,"34,692","5,948",662,"20,758","27,374",3,"7,755","1,775","7,558","2,636","1,197",291,"21,220",3.0,"26,922","6,388","21,431",48.9,33.3,5.1,9.0,3.7,82.1,15.4,2.5,"1,322","1,834",59.4,23.7,9.1,1.2,6.7,12.9,16.1,1.9,566,"21,587","3,589","23,848","2,437",604,109,381,"27,379",28.9,38.3,29.5,0.9,2.4,93.4,6.6,88.9,11.1,6,6,4,8,7,6,4,8,15.9,22.3,15.5,17.9,11.0
15050,Maitland (C),2017,"15,663",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15240,Mid-Coast (A),2011,-,-,13,3,128,6,"18,727","1,811",42,546,164,181,178,"1,354","23,160",227,205,"20,747","1,911","3,530",596,"29,428","9,946",879,"23,643","34,461",2,"6,034","1,452","12,177","2,873","1,246",267,"24,047",2.7,"32,589","5,744","24,526",51.3,25.2,8.8,11.0,3.8,-,-,-,913,"1,500",68.5,15.6,6.8,0.9,8.2,13.9,20.3,1.9,-,-,-,"28,214","2,927","2,554",737,29,"34,461",44.9,25.1,26.0,1.0,3.0,92.6,7.4,88.5,11.5,-,-,-,-,-,-,-,-,31.9,-,-,-,-
15240,Mid-Coast (A),2013,"12,164",71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15240,Mid-Coast (A),2014,"11,799",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15240,Mid-Coast (A),2015,"11,741",90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15240,Mid-Coast (A),2016,"11,503",100,27,3,144,3,"19,933","1,514",33,471,166,148,188,"1,145","23,782",239,231,"21,665","1,945","3,603",472,"30,032","10,798","1,021","24,408","36,233",2,"5,695","1,666","12,817","2,784","1,557",320,"24,837",2.7,"32,787","6,627","26,977",49.5,26.1,8.6,11.7,4.1,74.0,22.8,3.2,"1,116","1,482",68.4,14.2,7.1,0.6,9.7,13.8,20.7,1.8,812,"28,342","5,046","29,413","3,433","2,399",738,254,"36,237",46.0,24.2,25.1,1.4,3.3,94.5,5.5,88.0,12.0,3,2,3,3,2,2,2,2,23.4,18.6,7.0,15.6,6.3
15240,Mid-Coast (A),2017,"11,725",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15270,Mid-Western Regional (A),2011,-,-,3,-,31,-,"5,742",643,20,200,58,43,73,462,"7,281",95,54,"6,472",729,"1,104",163,"9,363","2,273",219,"5,877","8,361",2,"1,980",426,"2,587",631,270,75,"5,970",2.9,"7,977","1,741","5,863",49.9,30.0,7.1,9.2,3.8,-,-,-,928,"1,681",64.6,19.5,6.5,0.9,8.5,11.3,21.2,1.9,-,-,-,"7,616",305,306,144,4,"8,375",40.5,29.3,26.6,0.6,3.0,93.1,6.9,91.4,8.6,-,-,-,-,-,-,-,-,23.5,-,-,-,-
15270,Mid-Western Regional (A),2013,"3,091",114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15270,Mid-Western Regional (A),2014,"3,252",105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15270,Mid-Western Regional (A),2015,"3,236",106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15270,Mid-Western Regional (A),2016,"3,192",110,7,-,13,-,"6,368",567,9,156,46,28,39,425,"7,672",101,37,"7,023",715,"1,056",144,"9,689","2,531",248,"5,993","8,768",2,"2,063",418,"2,573",632,319,77,"6,077",2.9,"7,842","2,028","6,255",48.4,31.0,6.8,9.7,4.2,74.3,22.2,3.4,"1,122","1,777",60.8,19.4,6.6,0.8,12.3,11.0,21.7,1.9,186,"6,852","1,156","8,005",336,221,120,78,"8,760",38.0,30.6,27.4,0.7,3.4,94.1,5.9,90.0,10.0,5,4,3,6,5,4,2,6,20.0,21.1,4.8,23.2,5.0
15270,Mid-Western Regional (A),2017,"3,215",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15300,Moree Plains (A),2011,-,-,4,-,23,-,"3,628",367,11,145,44,29,71,377,"4,692",53,26,"4,037",498,460,115,"5,817","1,313",115,"3,236","4,662",3,"1,176",208,"1,222",467,181,61,"3,323",3.1,"3,924","1,166","3,602",44.3,39.4,6.4,6.8,3.1,-,-,-,630,"1,435",59.6,20.4,7.0,1.5,11.6,10.5,21.7,2.0,-,-,-,"4,074",130,381,70,7,"4,662",30.1,24.8,40.4,1.0,3.7,95.3,4.7,92.2,7.8,-,-,-,-,-,-,-,-,73.4,-,-,-,-
15300,Moree Plains (A),2013,"1,938",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15300,Moree Plains (A),2014,"1,852",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15300,Moree Plains (A),2015,"1,826",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15300,Moree Plains (A),2016,"1,775",110,4,-,7,-,"3,704",276,10,111,23,20,52,333,"4,549",23,17,"4,000",453,419,79,"5,521","1,339",129,"3,077","4,545",3,"1,000",223,"1,178",490,209,82,"3,169",3.0,"3,596","1,077","3,702",43.6,39.7,5.9,6.9,4.0,66.2,28.3,5.4,783,"1,464",59.2,18.2,7.0,0.9,14.8,10.1,21.6,1.9,152,"3,241",716,"3,758",239,434,82,20,"4,533",28.5,24.2,40.7,1.4,5.2,96.6,3.4,90.6,9.4,2,3,4,2,2,2,3,1,93.8,21.6,3.6,24.3,3.8
15300,Moree Plains (A),2017,"1,686",120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15350,Mosman (A),2011,-,-,50,7,"2,458",554,"5,559",436,79,29,145,136,86,668,"10,205",990,"3,995","6,289","1,058","1,099",131,"13,486","3,405",346,"6,995","10,741",2,"2,884",356,"2,931",508,253,101,"7,044",3.0,"10,190","1,729","7,708",51.4,32.4,5.6,8.6,2.1,-,-,-,"2,079","3,219",63.6,20.3,6.7,0.8,8.6,10.2,23.5,1.8,-,-,-,"4,176","1,347","5,161",14,46,"10,744",36.7,26.4,34.3,0.8,1.8,88.8,11.2,85.5,14.5,-,-,-,-,-,-,-,-,12.2,-,-,-,-
15350,Mosman (A),2013,"7,912",350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15350,Mosman (A),2014,"7,879",350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15350,Mosman (A),2015,"7,876",365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15350,Mosman (A),2016,"7,579",377,74,5,"2,943",448,"5,650",409,65,20,133,124,92,632,"10,597","1,025","4,428","6,344","1,229","1,052",99,"13,999","3,242",323,"7,458","11,022",2,"3,094",420,"3,114",544,257,86,"7,525",3.0,"10,667","2,113","7,832",52.0,31.9,5.2,8.8,2.1,91.1,7.0,2.0,"2,629","3,103",63.5,20.8,7.0,0.5,8.3,10.5,25.6,1.8,281,"7,042","2,969","3,901","1,339","5,701",49,33,"11,023",36.3,26.5,34.3,0.7,2.2,93.9,6.1,86.3,13.7,10,10,10,10,10,10,10,10,18.3,8.5,7.5,11.8,7.3
15350,Mosman (A),2017,"7,488",360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15520,Murray River (A),2011,-,-,3,-,28,-,"2,927",207,4,37,28,33,42,256,"3,566",33,34,"3,162",576,524,116,"4,815","1,150",89,"2,981","4,221",2,877,174,"1,592",233,106,28,"3,007",2.8,"4,426",743,"2,600",56.4,24.6,7.5,8.3,3.2,-,-,-,726,"1,371",66.6,16.7,7.3,0.8,8.7,10.7,25.4,1.9,-,-,-,"3,762",37,310,94,17,"4,220",44.2,26.7,23.8,1.9,3.4,94.1,5.9,93.9,6.1,-,-,-,-,-,-,-,-,16.6,-,-,-,-
15520,Murray River (A),2013,"1,299",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15520,Murray River (A),2014,"1,344",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15520,Murray River (A),2015,"1,420",87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15520,Murray River (A),2016,"1,530",75,4,-,25,-,"3,231",188,-,57,19,29,48,255,"3,863",30,36,"3,445",523,493,76,"4,994","1,292",88,"3,088","4,470",2,935,178,"1,631",223,113,34,"3,114",2.8,"4,447",916,"2,817",55.1,24.9,7.8,8.7,3.4,73.2,23.4,3.3,893,"1,437",64.7,16.9,7.2,0.7,10.6,11.2,25.6,1.9,71,"3,692",453,"3,897",180,243,117,30,"4,467",44.5,28.0,22.2,1.8,3.5,95.1,4.9,94.4,5.6,7,6,7,7,7,7,7,7,15.4,22.7,5.8,25.0,6.5
15520,Murray River (A),2017,"1,548",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15560,Murrumbidgee (A),2011,-,-,-,-,6,-,947,95,-,26,5,5,24,160,"1,268",21,12,"1,061",275,168,31,"1,773",380,26,977,"1,379",3,338,77,418,94,35,13,986,3.0,"1,383",243,922,54.0,28.8,5.9,7.7,3.4,-,-,-,499,"1,155",63.1,20.0,7.0,1.1,8.8,12.3,29.1,2.1,-,-,-,"1,296",7,54,27,4,"1,388",38.8,26.8,30.0,1.2,3.0,95.2,4.8,94.7,5.3,-,-,-,-,-,-,-,-,-,-,-,-,-
15560,Murrumbidgee (A),2013,678,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15560,Murrumbidgee (A),2014,761,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15560,Murrumbidgee (A),2015,783,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15560,Murrumbidgee (A),2016,738,55,-,-,3,-,"1,051",66,-,30,3,6,14,140,"1,319",16,4,"1,128",217,135,28,"1,716",381,31,941,"1,361",3,310,81,394,92,48,14,952,3.0,"1,270",280,974,49.5,32.8,5.7,7.4,4.5,71.1,25.6,2.9,572,"1,007",61.4,18.2,6.8,0.5,13.2,12.2,28.7,2.0,24,"1,046",165,"1,260",3,60,21,6,"1,350",36.3,24.9,34.4,0.9,3.5,96.6,3.4,94.0,6.0,5,5,5,5,5,5,5,4,45.2,23.9,15.5,26.4,14.5
15560,Murrumbidgee (A),2017,735,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15650,Muswellbrook (A),2011,-,-,5,-,18,4,"4,991",499,14,73,72,17,45,303,"6,038",56,29,"5,551",286,885,137,"7,403","1,416",185,"3,933","5,532",3,"1,500",285,"1,483",489,175,67,"4,004",3.1,"5,086","1,344","4,121",47.0,36.0,5.2,7.9,4.0,-,-,-,"1,040","1,850",57.4,22.9,7.8,1.0,10.9,10.0,17.0,2.0,-,-,-,"4,923",218,317,54,20,"5,532",27.3,33.5,35.7,0.7,2.8,94.1,5.9,90.1,9.9,-,-,-,-,-,-,-,-,24.3,-,-,-,-
15650,Muswellbrook (A),2013,"3,828",104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15650,Muswellbrook (A),2014,"3,889",104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15650,Muswellbrook (A),2015,"3,856",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15650,Muswellbrook (A),2016,"3,770",100,9,-,12,4,"4,854",321,4,59,58,16,36,199,"5,560",40,41,"5,216",273,770,82,"6,732","1,543",177,"4,038","5,764",3,"1,462",276,"1,524",584,200,42,"4,095",3.0,"4,878","1,493","4,365",45.1,36.3,5.3,8.7,4.6,76.5,20.2,3.2,"1,031","1,825",58.2,23.0,7.2,0.9,10.8,10.7,18.1,1.9,110,"4,619",705,"5,060",578,53,22,48,"5,761",26.3,31.3,38.9,0.6,2.8,95.4,4.6,87.0,13.0,3,3,1,4,3,2,1,3,29.1,18.0,7.9,33.2,17.6
15650,Muswellbrook (A),2017,"3,625",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15700,Nambucca (A),2011,-,-,4,-,41,3,"3,758",342,8,163,44,23,46,277,"4,707",52,62,"4,149",490,683,92,"6,025","2,384",232,"5,001","7,616",2,"1,248",294,"2,502",719,281,78,"5,117",2.8,"6,493","1,405","5,840",46.6,28.1,8.9,12.6,3.8,-,-,-,849,"1,364",69.1,15.4,6.7,0.9,7.9,14.3,22.9,1.9,-,-,-,"6,553",352,540,181,-,"7,626",44.9,24.4,26.6,0.8,3.4,92.4,7.6,88.6,11.4,-,-,-,-,-,-,-,-,37.2,-,-,-,-
15700,Nambucca (A),2013,"2,511",60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15700,Nambucca (A),2014,"2,421",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15700,Nambucca (A),2015,"2,401",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15700,Nambucca (A),2016,"2,367",100,9,3,32,-,"4,155",266,13,126,42,13,38,215,"4,910",38,48,"4,459",473,706,102,"6,229","2,450",250,"4,981","7,684",2,"1,188",345,"2,476",656,344,88,"5,107",2.8,"6,224","1,628","6,130",44.9,29.8,8.3,12.7,4.3,72.5,24.1,3.4,"1,084","1,370",67.1,14.7,6.7,0.6,10.9,13.8,22.0,1.9,222,"5,716","1,305","6,519",285,469,366,38,"7,677",45.6,23.9,26.2,0.8,3.4,94.9,5.1,88.6,11.4,2,2,3,2,1,1,2,1,34.7,16.7,10.8,14.7,9.9
15700,Nambucca (A),2017,"2,343",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
